i_rs	I(R_rs)	I(R_vs)	I(R_vs)/I(R_rs)
Step Information: Elec=100m  (Run: 1/4)
7.576000000000865e+000	1.205739e+000	6.370261e+000	5.283284e+000
7.577000000000865e+000	1.205825e+000	6.371175e+000	5.283663e+000
7.578000000000865e+000	1.205912e+000	6.372088e+000	5.284042e+000
7.579000000000866e+000	1.205998e+000	6.373002e+000	5.284421e+000
7.580000000000866e+000	1.206085e+000	6.373915e+000	5.284799e+000
7.581000000000866e+000	1.206171e+000	6.374829e+000	5.285178e+000
7.582000000000867e+000	1.206257e+000	6.375742e+000	5.285557e+000
7.583000000000867e+000	1.206344e+000	6.376656e+000	5.285936e+000
7.584000000000867e+000	1.206430e+000	6.377570e+000	5.286314e+000
7.585000000000868e+000	1.206517e+000	6.378483e+000	5.286693e+000
7.586000000000868e+000	1.206603e+000	6.379397e+000	5.287071e+000
7.587000000000868e+000	1.206690e+000	6.380311e+000	5.287450e+000
7.588000000000869e+000	1.206776e+000	6.381224e+000	5.287828e+000
7.589000000000869e+000	1.206862e+000	6.382138e+000	5.288206e+000
7.590000000000869e+000	1.206949e+000	6.383051e+000	5.288585e+000
7.591000000000870e+000	1.207035e+000	6.383965e+000	5.288963e+000
7.592000000000870e+000	1.207122e+000	6.384878e+000	5.289341e+000
7.593000000000870e+000	1.207208e+000	6.385792e+000	5.289719e+000
7.594000000000871e+000	1.207294e+000	6.386705e+000	5.290097e+000
7.595000000000871e+000	1.207381e+000	6.387619e+000	5.290475e+000
7.596000000000871e+000	1.207467e+000	6.388533e+000	5.290853e+000
7.597000000000872e+000	1.207554e+000	6.389446e+000	5.291231e+000
7.598000000000872e+000	1.207640e+000	6.390360e+000	5.291609e+000
7.599000000000872e+000	1.207727e+000	6.391273e+000	5.291987e+000
7.600000000000873e+000	1.207813e+000	6.392187e+000	5.292365e+000
7.601000000000873e+000	1.207899e+000	6.393101e+000	5.292742e+000
7.602000000000873e+000	1.207986e+000	6.394014e+000	5.293120e+000
7.603000000000874e+000	1.208072e+000	6.394928e+000	5.293498e+000
7.604000000000874e+000	1.208159e+000	6.395841e+000	5.293875e+000
7.605000000000874e+000	1.208245e+000	6.396755e+000	5.294253e+000
7.606000000000875e+000	1.208331e+000	6.397668e+000	5.294630e+000
7.607000000000875e+000	1.208418e+000	6.398582e+000	5.295008e+000
7.608000000000875e+000	1.208504e+000	6.399496e+000	5.295385e+000
7.609000000000876e+000	1.208591e+000	6.400409e+000	5.295762e+000
7.610000000000876e+000	1.208677e+000	6.401323e+000	5.296139e+000
7.611000000000876e+000	1.208763e+000	6.402236e+000	5.296517e+000
7.612000000000877e+000	1.208850e+000	6.403150e+000	5.296894e+000
7.613000000000877e+000	1.208936e+000	6.404064e+000	5.297271e+000
7.614000000000877e+000	1.209023e+000	6.404977e+000	5.297648e+000
7.615000000000878e+000	1.209109e+000	6.405891e+000	5.298025e+000
7.616000000000878e+000	1.209196e+000	6.406805e+000	5.298402e+000
7.617000000000878e+000	1.209282e+000	6.407718e+000	5.298779e+000
7.618000000000879e+000	1.209368e+000	6.408632e+000	5.299156e+000
7.619000000000879e+000	1.209455e+000	6.409545e+000	5.299533e+000
7.620000000000879e+000	1.209541e+000	6.410459e+000	5.299910e+000
7.621000000000880e+000	1.209628e+000	6.411372e+000	5.300286e+000
7.622000000000880e+000	1.209714e+000	6.412286e+000	5.300662e+000
7.623000000000880e+000	1.209800e+000	6.413199e+000	5.301039e+000
7.624000000000881e+000	1.209887e+000	6.414113e+000	5.301416e+000
7.625000000000881e+000	1.209973e+000	6.415027e+000	5.301792e+000
7.626000000000881e+000	1.210060e+000	6.415940e+000	5.302169e+000
7.627000000000882e+000	1.210146e+000	6.416854e+000	5.302545e+000
7.628000000000882e+000	1.210232e+000	6.417768e+000	5.302922e+000
7.629000000000882e+000	1.210319e+000	6.418681e+000	5.303298e+000
7.630000000000883e+000	1.210405e+000	6.419595e+000	5.303674e+000
7.631000000000883e+000	1.210492e+000	6.420508e+000	5.304050e+000
7.632000000000883e+000	1.210578e+000	6.421422e+000	5.304427e+000
7.633000000000884e+000	1.210664e+000	6.422336e+000	5.304803e+000
7.634000000000884e+000	1.210751e+000	6.423249e+000	5.305179e+000
7.635000000000884e+000	1.210837e+000	6.424163e+000	5.305554e+000
7.636000000000885e+000	1.210924e+000	6.425076e+000	5.305930e+000
7.637000000000885e+000	1.211010e+000	6.425990e+000	5.306306e+000
7.638000000000885e+000	1.211096e+000	6.426904e+000	5.306682e+000
7.639000000000886e+000	1.211183e+000	6.427817e+000	5.307058e+000
7.640000000000886e+000	1.211269e+000	6.428731e+000	5.307433e+000
7.641000000000886e+000	1.211356e+000	6.429645e+000	5.307809e+000
7.642000000000887e+000	1.211442e+000	6.430558e+000	5.308185e+000
7.643000000000887e+000	1.211528e+000	6.431472e+000	5.308560e+000
7.644000000000887e+000	1.211615e+000	6.432385e+000	5.308936e+000
7.645000000000888e+000	1.211701e+000	6.433299e+000	5.309311e+000
7.646000000000888e+000	1.211788e+000	6.434212e+000	5.309687e+000
7.647000000000888e+000	1.211874e+000	6.435126e+000	5.310062e+000
7.648000000000889e+000	1.211960e+000	6.436039e+000	5.310437e+000
7.649000000000889e+000	1.212047e+000	6.436953e+000	5.310813e+000
7.650000000000889e+000	1.212133e+000	6.437867e+000	5.311188e+000
7.651000000000890e+000	1.212220e+000	6.438780e+000	5.311563e+000
7.652000000000890e+000	1.212306e+000	6.439694e+000	5.311938e+000
7.653000000000890e+000	1.212392e+000	6.440608e+000	5.312313e+000
7.654000000000891e+000	1.212479e+000	6.441521e+000	5.312688e+000
7.655000000000891e+000	1.212565e+000	6.442435e+000	5.313063e+000
7.656000000000891e+000	1.212651e+000	6.443348e+000	5.313438e+000
7.657000000000892e+000	1.212738e+000	6.444262e+000	5.313813e+000
7.658000000000892e+000	1.212824e+000	6.445176e+000	5.314188e+000
7.659000000000892e+000	1.212911e+000	6.446089e+000	5.314562e+000
7.660000000000893e+000	1.212997e+000	6.447003e+000	5.314937e+000
7.661000000000893e+000	1.213083e+000	6.447917e+000	5.315312e+000
7.662000000000893e+000	1.213170e+000	6.448830e+000	5.315686e+000
7.663000000000894e+000	1.213256e+000	6.449744e+000	5.316061e+000
7.664000000000894e+000	1.213343e+000	6.450657e+000	5.316435e+000
7.665000000000894e+000	1.213429e+000	6.451571e+000	5.316810e+000
7.666000000000895e+000	1.213515e+000	6.452485e+000	5.317184e+000
7.667000000000895e+000	1.213602e+000	6.453398e+000	5.317559e+000
7.668000000000895e+000	1.213688e+000	6.454312e+000	5.317933e+000
7.669000000000896e+000	1.213775e+000	6.455225e+000	5.318307e+000
7.670000000000896e+000	1.213861e+000	6.456139e+000	5.318681e+000
7.671000000000896e+000	1.213947e+000	6.457053e+000	5.319055e+000
7.672000000000897e+000	1.214034e+000	6.457966e+000	5.319429e+000
7.673000000000897e+000	1.214120e+000	6.458880e+000	5.319803e+000
7.674000000000897e+000	1.214206e+000	6.459794e+000	5.320177e+000
7.675000000000898e+000	1.214293e+000	6.460707e+000	5.320551e+000
7.676000000000898e+000	1.214379e+000	6.461621e+000	5.320925e+000
7.677000000000898e+000	1.214466e+000	6.462534e+000	5.321299e+000
7.678000000000899e+000	1.214552e+000	6.463448e+000	5.321673e+000
7.679000000000899e+000	1.214638e+000	6.464362e+000	5.322046e+000
7.680000000000899e+000	1.214725e+000	6.465275e+000	5.322420e+000
7.681000000000900e+000	1.214811e+000	6.466189e+000	5.322794e+000
7.682000000000900e+000	1.214898e+000	6.467103e+000	5.323167e+000
7.683000000000900e+000	1.214984e+000	6.468016e+000	5.323541e+000
7.684000000000901e+000	1.215070e+000	6.468930e+000	5.323914e+000
7.685000000000901e+000	1.215157e+000	6.469843e+000	5.324288e+000
7.686000000000901e+000	1.215243e+000	6.470757e+000	5.324661e+000
7.687000000000902e+000	1.215329e+000	6.471671e+000	5.325034e+000
7.688000000000902e+000	1.215416e+000	6.472584e+000	5.325408e+000
7.689000000000902e+000	1.215502e+000	6.473498e+000	5.325781e+000
7.690000000000903e+000	1.215588e+000	6.474411e+000	5.326154e+000
7.691000000000903e+000	1.215675e+000	6.475325e+000	5.326527e+000
7.692000000000903e+000	1.215761e+000	6.476239e+000	5.326900e+000
7.693000000000904e+000	1.215848e+000	6.477152e+000	5.327273e+000
7.694000000000904e+000	1.215934e+000	6.478066e+000	5.327646e+000
7.695000000000904e+000	1.216020e+000	6.478980e+000	5.328019e+000
7.696000000000905e+000	1.216107e+000	6.479893e+000	5.328392e+000
7.697000000000905e+000	1.216193e+000	6.480807e+000	5.328765e+000
7.698000000000906e+000	1.216280e+000	6.481720e+000	5.329137e+000
7.699000000000906e+000	1.216366e+000	6.482634e+000	5.329510e+000
7.700000000000906e+000	1.216452e+000	6.483548e+000	5.329883e+000
7.701000000000907e+000	1.216539e+000	6.484461e+000	5.330256e+000
7.702000000000907e+000	1.216625e+000	6.485375e+000	5.330628e+000
7.703000000000907e+000	1.216711e+000	6.486289e+000	5.331001e+000
7.704000000000908e+000	1.216798e+000	6.487202e+000	5.331373e+000
7.705000000000908e+000	1.216884e+000	6.488116e+000	5.331745e+000
7.706000000000908e+000	1.216970e+000	6.489029e+000	5.332118e+000
7.707000000000909e+000	1.217057e+000	6.489943e+000	5.332490e+000
7.708000000000909e+000	1.217143e+000	6.490857e+000	5.332862e+000
7.709000000000909e+000	1.217229e+000	6.491770e+000	5.333234e+000
7.710000000000910e+000	1.217316e+000	6.492684e+000	5.333606e+000
7.711000000000910e+000	1.217402e+000	6.493598e+000	5.333979e+000
7.712000000000910e+000	1.217489e+000	6.494512e+000	5.334351e+000
7.713000000000911e+000	1.217575e+000	6.495425e+000	5.334723e+000
7.714000000000911e+000	1.217661e+000	6.496339e+000	5.335095e+000
7.715000000000911e+000	1.217748e+000	6.497252e+000	5.335467e+000
7.716000000000912e+000	1.217834e+000	6.498166e+000	5.335838e+000
7.717000000000912e+000	1.217920e+000	6.499080e+000	5.336210e+000
7.718000000000912e+000	1.218007e+000	6.499993e+000	5.336582e+000
7.719000000000913e+000	1.218093e+000	6.500907e+000	5.336954e+000
7.720000000000913e+000	1.218180e+000	6.501821e+000	5.337325e+000
7.721000000000913e+000	1.218266e+000	6.502734e+000	5.337697e+000
7.722000000000914e+000	1.218352e+000	6.503648e+000	5.338068e+000
7.723000000000914e+000	1.218439e+000	6.504561e+000	5.338440e+000
7.724000000000914e+000	1.218525e+000	6.505475e+000	5.338812e+000
7.725000000000915e+000	1.218611e+000	6.506389e+000	5.339183e+000
7.726000000000915e+000	1.218698e+000	6.507302e+000	5.339554e+000
7.727000000000915e+000	1.218784e+000	6.508216e+000	5.339925e+000
7.728000000000916e+000	1.218870e+000	6.509130e+000	5.340297e+000
7.729000000000916e+000	1.218957e+000	6.510043e+000	5.340668e+000
7.730000000000916e+000	1.219043e+000	6.510957e+000	5.341039e+000
7.731000000000917e+000	1.219129e+000	6.511870e+000	5.341410e+000
7.732000000000917e+000	1.219216e+000	6.512784e+000	5.341781e+000
7.733000000000917e+000	1.219302e+000	6.513698e+000	5.342152e+000
7.734000000000918e+000	1.219389e+000	6.514611e+000	5.342523e+000
7.735000000000918e+000	1.219475e+000	6.515525e+000	5.342894e+000
7.736000000000918e+000	1.219561e+000	6.516438e+000	5.343264e+000
7.737000000000919e+000	1.219648e+000	6.517353e+000	5.343636e+000
7.738000000000919e+000	1.219734e+000	6.518266e+000	5.344007e+000
7.739000000000919e+000	1.219820e+000	6.519180e+000	5.344377e+000
7.740000000000920e+000	1.219907e+000	6.520093e+000	5.344748e+000
7.741000000000920e+000	1.219993e+000	6.521007e+000	5.345118e+000
7.742000000000920e+000	1.220079e+000	6.521921e+000	5.345489e+000
7.743000000000921e+000	1.220166e+000	6.522834e+000	5.345859e+000
7.744000000000921e+000	1.220252e+000	6.523748e+000	5.346229e+000
7.745000000000921e+000	1.220338e+000	6.524662e+000	5.346600e+000
7.746000000000922e+000	1.220425e+000	6.525575e+000	5.346970e+000
7.747000000000922e+000	1.220511e+000	6.526489e+000	5.347340e+000
7.748000000000922e+000	1.220598e+000	6.527402e+000	5.347711e+000
7.749000000000923e+000	1.220684e+000	6.528316e+000	5.348081e+000
7.750000000000923e+000	1.220770e+000	6.529230e+000	5.348451e+000
7.751000000000923e+000	1.220857e+000	6.530143e+000	5.348821e+000
7.752000000000924e+000	1.220943e+000	6.531057e+000	5.349191e+000
7.753000000000924e+000	1.221029e+000	6.531971e+000	5.349561e+000
7.754000000000924e+000	1.221116e+000	6.532885e+000	5.349931e+000
7.755000000000925e+000	1.221202e+000	6.533798e+000	5.350301e+000
7.756000000000925e+000	1.221288e+000	6.534712e+000	5.350671e+000
7.757000000000925e+000	1.221375e+000	6.535625e+000	5.351041e+000
7.758000000000926e+000	1.221461e+000	6.536539e+000	5.351411e+000
7.759000000000926e+000	1.221547e+000	6.537453e+000	5.351780e+000
7.760000000000926e+000	1.221634e+000	6.538366e+000	5.352150e+000
7.761000000000927e+000	1.221720e+000	6.539280e+000	5.352519e+000
7.762000000000927e+000	1.221806e+000	6.540194e+000	5.352889e+000
7.763000000000927e+000	1.221893e+000	6.541107e+000	5.353258e+000
7.764000000000928e+000	1.221979e+000	6.542021e+000	5.353628e+000
7.765000000000928e+000	1.222065e+000	6.542934e+000	5.353997e+000
7.766000000000928e+000	1.222152e+000	6.543848e+000	5.354366e+000
7.767000000000929e+000	1.222238e+000	6.544762e+000	5.354736e+000
7.768000000000929e+000	1.222324e+000	6.545676e+000	5.355105e+000
7.769000000000929e+000	1.222411e+000	6.546589e+000	5.355474e+000
7.770000000000930e+000	1.222497e+000	6.547503e+000	5.355843e+000
7.771000000000930e+000	1.222583e+000	6.548417e+000	5.356213e+000
7.772000000000930e+000	1.222670e+000	6.549330e+000	5.356581e+000
7.773000000000931e+000	1.222756e+000	6.550244e+000	5.356950e+000
7.774000000000931e+000	1.222842e+000	6.551157e+000	5.357319e+000
7.775000000000931e+000	1.222929e+000	6.552071e+000	5.357688e+000
7.776000000000932e+000	1.223015e+000	6.552985e+000	5.358057e+000
7.777000000000932e+000	1.223101e+000	6.553898e+000	5.358426e+000
7.778000000000932e+000	1.223188e+000	6.554812e+000	5.358794e+000
7.779000000000933e+000	1.223274e+000	6.555726e+000	5.359163e+000
7.780000000000933e+000	1.223361e+000	6.556640e+000	5.359532e+000
7.781000000000933e+000	1.223447e+000	6.557553e+000	5.359900e+000
7.782000000000934e+000	1.223533e+000	6.558467e+000	5.360269e+000
7.783000000000934e+000	1.223619e+000	6.559381e+000	5.360638e+000
7.784000000000934e+000	1.223706e+000	6.560294e+000	5.361006e+000
7.785000000000935e+000	1.223792e+000	6.561208e+000	5.361374e+000
7.786000000000935e+000	1.223879e+000	6.562121e+000	5.361743e+000
7.787000000000935e+000	1.223965e+000	6.563035e+000	5.362111e+000
7.788000000000936e+000	1.224051e+000	6.563949e+000	5.362479e+000
7.789000000000936e+000	1.224138e+000	6.564862e+000	5.362847e+000
7.790000000000936e+000	1.224224e+000	6.565776e+000	5.363216e+000
7.791000000000937e+000	1.224310e+000	6.566690e+000	5.363584e+000
7.792000000000937e+000	1.224396e+000	6.567604e+000	5.363952e+000
7.793000000000937e+000	1.224483e+000	6.568517e+000	5.364319e+000
7.794000000000938e+000	1.224569e+000	6.569431e+000	5.364687e+000
7.795000000000938e+000	1.224656e+000	6.570344e+000	5.365055e+000
7.796000000000938e+000	1.224742e+000	6.571258e+000	5.365423e+000
7.797000000000939e+000	1.224828e+000	6.572172e+000	5.365791e+000
7.798000000000939e+000	1.224915e+000	6.573085e+000	5.366158e+000
7.799000000000939e+000	1.225001e+000	6.573999e+000	5.366526e+000
7.800000000000940e+000	1.225087e+000	6.574913e+000	5.366894e+000
7.801000000000940e+000	1.225173e+000	6.575827e+000	5.367262e+000
7.802000000000940e+000	1.225260e+000	6.576740e+000	5.367629e+000
7.803000000000941e+000	1.225346e+000	6.577654e+000	5.367997e+000
7.804000000000941e+000	1.225433e+000	6.578568e+000	5.368364e+000
7.805000000000941e+000	1.225519e+000	6.579481e+000	5.368731e+000
7.806000000000942e+000	1.225605e+000	6.580395e+000	5.369099e+000
7.807000000000942e+000	1.225691e+000	6.581308e+000	5.369466e+000
7.808000000000942e+000	1.225778e+000	6.582222e+000	5.369833e+000
7.809000000000943e+000	1.225864e+000	6.583136e+000	5.370201e+000
7.810000000000943e+000	1.225950e+000	6.584050e+000	5.370567e+000
7.811000000000943e+000	1.226037e+000	6.584963e+000	5.370935e+000
7.812000000000944e+000	1.226123e+000	6.585877e+000	5.371302e+000
7.813000000000944e+000	1.226209e+000	6.586791e+000	5.371669e+000
7.814000000000944e+000	1.226296e+000	6.587704e+000	5.372036e+000
7.815000000000945e+000	1.226382e+000	6.588618e+000	5.372402e+000
7.816000000000945e+000	1.226468e+000	6.589531e+000	5.372769e+000
7.817000000000945e+000	1.226555e+000	6.590446e+000	5.373137e+000
7.818000000000946e+000	1.226641e+000	6.591359e+000	5.373503e+000
7.819000000000946e+000	1.226727e+000	6.592273e+000	5.373869e+000
7.820000000000946e+000	1.226814e+000	6.593186e+000	5.374236e+000
7.821000000000947e+000	1.226900e+000	6.594100e+000	5.374603e+000
7.822000000000947e+000	1.226986e+000	6.595014e+000	5.374969e+000
7.823000000000947e+000	1.227073e+000	6.595927e+000	5.375336e+000
7.824000000000948e+000	1.227159e+000	6.596841e+000	5.375702e+000
7.825000000000948e+000	1.227245e+000	6.597755e+000	5.376069e+000
7.826000000000948e+000	1.227332e+000	6.598669e+000	5.376435e+000
7.827000000000949e+000	1.227418e+000	6.599582e+000	5.376802e+000
7.828000000000949e+000	1.227504e+000	6.600496e+000	5.377167e+000
7.829000000000949e+000	1.227591e+000	6.601409e+000	5.377534e+000
7.830000000000950e+000	1.227677e+000	6.602323e+000	5.377900e+000
7.831000000000950e+000	1.227763e+000	6.603237e+000	5.378266e+000
7.832000000000950e+000	1.227849e+000	6.604151e+000	5.378632e+000
7.833000000000951e+000	1.227936e+000	6.605064e+000	5.378998e+000
7.834000000000951e+000	1.228022e+000	6.605978e+000	5.379364e+000
7.835000000000951e+000	1.228108e+000	6.606892e+000	5.379730e+000
7.836000000000952e+000	1.228195e+000	6.607805e+000	5.380096e+000
7.837000000000952e+000	1.228281e+000	6.608719e+000	5.380462e+000
7.838000000000952e+000	1.228367e+000	6.609632e+000	5.380827e+000
7.839000000000953e+000	1.228454e+000	6.610546e+000	5.381193e+000
7.840000000000953e+000	1.228540e+000	6.611460e+000	5.381559e+000
7.841000000000953e+000	1.228626e+000	6.612374e+000	5.381925e+000
7.842000000000954e+000	1.228713e+000	6.613287e+000	5.382290e+000
7.843000000000954e+000	1.228799e+000	6.614201e+000	5.382656e+000
7.844000000000954e+000	1.228885e+000	6.615115e+000	5.383021e+000
7.845000000000955e+000	1.228971e+000	6.616028e+000	5.383386e+000
7.846000000000955e+000	1.229058e+000	6.616942e+000	5.383752e+000
7.847000000000955e+000	1.229144e+000	6.617856e+000	5.384117e+000
7.848000000000956e+000	1.229230e+000	6.618770e+000	5.384483e+000
7.849000000000956e+000	1.229317e+000	6.619683e+000	5.384848e+000
7.850000000000956e+000	1.229403e+000	6.620597e+000	5.385213e+000
7.851000000000957e+000	1.229489e+000	6.621511e+000	5.385578e+000
7.852000000000957e+000	1.229576e+000	6.622424e+000	5.385943e+000
7.853000000000957e+000	1.229662e+000	6.623338e+000	5.386308e+000
7.854000000000958e+000	1.229748e+000	6.624252e+000	5.386673e+000
7.855000000000958e+000	1.229835e+000	6.625165e+000	5.387038e+000
7.856000000000958e+000	1.229921e+000	6.626079e+000	5.387403e+000
7.857000000000959e+000	1.230007e+000	6.626993e+000	5.387768e+000
7.858000000000959e+000	1.230093e+000	6.627906e+000	5.388132e+000
7.859000000000959e+000	1.230180e+000	6.628820e+000	5.388497e+000
7.860000000000960e+000	1.230266e+000	6.629734e+000	5.388862e+000
7.861000000000960e+000	1.230352e+000	6.630648e+000	5.389226e+000
7.862000000000960e+000	1.230439e+000	6.631561e+000	5.389591e+000
7.863000000000961e+000	1.230525e+000	6.632475e+000	5.389955e+000
7.864000000000961e+000	1.230611e+000	6.633389e+000	5.390320e+000
7.865000000000961e+000	1.230698e+000	6.634302e+000	5.390684e+000
7.866000000000962e+000	1.230784e+000	6.635216e+000	5.391049e+000
7.867000000000962e+000	1.230870e+000	6.636130e+000	5.391413e+000
7.868000000000962e+000	1.230957e+000	6.637043e+000	5.391777e+000
7.869000000000963e+000	1.231043e+000	6.637957e+000	5.392141e+000
7.870000000000963e+000	1.231129e+000	6.638871e+000	5.392505e+000
7.871000000000963e+000	1.231215e+000	6.639784e+000	5.392869e+000
7.872000000000964e+000	1.231302e+000	6.640698e+000	5.393234e+000
7.873000000000964e+000	1.231388e+000	6.641612e+000	5.393598e+000
7.874000000000964e+000	1.231474e+000	6.642526e+000	5.393962e+000
7.875000000000965e+000	1.231561e+000	6.643439e+000	5.394326e+000
7.876000000000965e+000	1.231647e+000	6.644353e+000	5.394690e+000
7.877000000000965e+000	1.231733e+000	6.645267e+000	5.395054e+000
7.878000000000966e+000	1.231820e+000	6.646181e+000	5.395418e+000
7.879000000000966e+000	1.231906e+000	6.647094e+000	5.395781e+000
7.880000000000966e+000	1.231992e+000	6.648008e+000	5.396145e+000
7.881000000000967e+000	1.232078e+000	6.648921e+000	5.396508e+000
7.882000000000967e+000	1.232165e+000	6.649835e+000	5.396872e+000
7.883000000000967e+000	1.232251e+000	6.650749e+000	5.397236e+000
7.884000000000968e+000	1.232337e+000	6.651663e+000	5.397599e+000
7.885000000000968e+000	1.232424e+000	6.652576e+000	5.397962e+000
7.886000000000968e+000	1.232510e+000	6.653490e+000	5.398326e+000
7.887000000000969e+000	1.232596e+000	6.654404e+000	5.398689e+000
7.888000000000969e+000	1.232682e+000	6.655317e+000	5.399052e+000
7.889000000000969e+000	1.232769e+000	6.656231e+000	5.399416e+000
7.890000000000970e+000	1.232855e+000	6.657145e+000	5.399779e+000
7.891000000000970e+000	1.232941e+000	6.658059e+000	5.400142e+000
7.892000000000970e+000	1.233028e+000	6.658972e+000	5.400505e+000
7.893000000000971e+000	1.233114e+000	6.659886e+000	5.400868e+000
7.894000000000971e+000	1.233200e+000	6.660800e+000	5.401232e+000
7.895000000000971e+000	1.233286e+000	6.661714e+000	5.401595e+000
7.896000000000972e+000	1.233373e+000	6.662627e+000	5.401957e+000
7.897000000000972e+000	1.233459e+000	6.663541e+000	5.402320e+000
7.898000000000972e+000	1.233545e+000	6.664454e+000	5.402683e+000
7.899000000000973e+000	1.233632e+000	6.665369e+000	5.403046e+000
7.900000000000973e+000	1.233718e+000	6.666282e+000	5.403409e+000
7.901000000000973e+000	1.233804e+000	6.667196e+000	5.403771e+000
7.902000000000974e+000	1.233891e+000	6.668109e+000	5.404134e+000
7.903000000000974e+000	1.233977e+000	6.669023e+000	5.404496e+000
7.904000000000974e+000	1.234063e+000	6.669937e+000	5.404858e+000
7.905000000000975e+000	1.234149e+000	6.670851e+000	5.405221e+000
7.906000000000975e+000	1.234236e+000	6.671764e+000	5.405584e+000
7.907000000000975e+000	1.234322e+000	6.672678e+000	5.405946e+000
7.908000000000976e+000	1.234408e+000	6.673592e+000	5.406308e+000
7.909000000000976e+000	1.234495e+000	6.674505e+000	5.406670e+000
7.910000000000976e+000	1.234581e+000	6.675419e+000	5.407033e+000
7.911000000000977e+000	1.234667e+000	6.676333e+000	5.407395e+000
7.912000000000977e+000	1.234753e+000	6.677247e+000	5.407757e+000
7.913000000000977e+000	1.234840e+000	6.678160e+000	5.408119e+000
7.914000000000978e+000	1.234926e+000	6.679074e+000	5.408481e+000
7.915000000000978e+000	1.235012e+000	6.679988e+000	5.408843e+000
7.916000000000978e+000	1.235098e+000	6.680902e+000	5.409206e+000
7.917000000000979e+000	1.235185e+000	6.681815e+000	5.409567e+000
7.918000000000979e+000	1.235271e+000	6.682729e+000	5.409929e+000
7.919000000000979e+000	1.235357e+000	6.683643e+000	5.410291e+000
7.920000000000980e+000	1.235444e+000	6.684556e+000	5.410653e+000
7.921000000000980e+000	1.235530e+000	6.685470e+000	5.411014e+000
7.922000000000980e+000	1.235616e+000	6.686384e+000	5.411376e+000
7.923000000000981e+000	1.235703e+000	6.687297e+000	5.411737e+000
7.924000000000981e+000	1.235789e+000	6.688211e+000	5.412100e+000
7.925000000000981e+000	1.235875e+000	6.689125e+000	5.412461e+000
7.926000000000982e+000	1.235961e+000	6.690039e+000	5.412822e+000
7.927000000000982e+000	1.236048e+000	6.690952e+000	5.413183e+000
7.928000000000982e+000	1.236134e+000	6.691866e+000	5.413545e+000
7.929000000000983e+000	1.236220e+000	6.692780e+000	5.413906e+000
7.930000000000983e+000	1.236306e+000	6.693694e+000	5.414267e+000
7.931000000000983e+000	1.236393e+000	6.694607e+000	5.414628e+000
7.932000000000984e+000	1.236479e+000	6.695521e+000	5.414990e+000
7.933000000000984e+000	1.236565e+000	6.696435e+000	5.415351e+000
7.934000000000984e+000	1.236652e+000	6.697349e+000	5.415712e+000
7.935000000000985e+000	1.236738e+000	6.698262e+000	5.416073e+000
7.936000000000985e+000	1.236824e+000	6.699176e+000	5.416434e+000
7.937000000000985e+000	1.236910e+000	6.700089e+000	5.416795e+000
7.938000000000986e+000	1.236997e+000	6.701004e+000	5.417156e+000
7.939000000000986e+000	1.237083e+000	6.701917e+000	5.417517e+000
7.940000000000986e+000	1.237169e+000	6.702831e+000	5.417877e+000
7.941000000000987e+000	1.237255e+000	6.703744e+000	5.418238e+000
7.942000000000987e+000	1.237342e+000	6.704659e+000	5.418599e+000
7.943000000000987e+000	1.237428e+000	6.705572e+000	5.418960e+000
7.944000000000988e+000	1.237514e+000	6.706486e+000	5.419320e+000
7.945000000000988e+000	1.237600e+000	6.707399e+000	5.419681e+000
7.946000000000988e+000	1.237687e+000	6.708313e+000	5.420041e+000
7.947000000000989e+000	1.237773e+000	6.709227e+000	5.420402e+000
7.948000000000989e+000	1.237859e+000	6.710141e+000	5.420762e+000
7.949000000000989e+000	1.237946e+000	6.711054e+000	5.421122e+000
7.950000000000990e+000	1.238032e+000	6.711968e+000	5.421482e+000
7.951000000000990e+000	1.238118e+000	6.712882e+000	5.421843e+000
7.952000000000990e+000	1.238204e+000	6.713796e+000	5.422203e+000
7.953000000000991e+000	1.238291e+000	6.714709e+000	5.422563e+000
7.954000000000991e+000	1.238377e+000	6.715623e+000	5.422923e+000
7.955000000000991e+000	1.238463e+000	6.716537e+000	5.423284e+000
7.956000000000992e+000	1.238549e+000	6.717451e+000	5.423643e+000
7.957000000000992e+000	1.238636e+000	6.718364e+000	5.424004e+000
7.958000000000992e+000	1.238722e+000	6.719278e+000	5.424363e+000
7.959000000000993e+000	1.238808e+000	6.720192e+000	5.424723e+000
7.960000000000993e+000	1.238894e+000	6.721106e+000	5.425083e+000
7.961000000000993e+000	1.238981e+000	6.722019e+000	5.425443e+000
7.962000000000994e+000	1.239067e+000	6.722933e+000	5.425802e+000
7.963000000000994e+000	1.239153e+000	6.723847e+000	5.426162e+000
7.964000000000994e+000	1.239240e+000	6.724761e+000	5.426522e+000
7.965000000000995e+000	1.239326e+000	6.725674e+000	5.426882e+000
7.966000000000995e+000	1.239412e+000	6.726588e+000	5.427241e+000
7.967000000000995e+000	1.239498e+000	6.727502e+000	5.427600e+000
7.968000000000996e+000	1.239585e+000	6.728415e+000	5.427960e+000
7.969000000000996e+000	1.239671e+000	6.729329e+000	5.428319e+000
7.970000000000996e+000	1.239757e+000	6.730243e+000	5.428679e+000
7.971000000000997e+000	1.239843e+000	6.731157e+000	5.429038e+000
7.972000000000997e+000	1.239930e+000	6.732070e+000	5.429397e+000
7.973000000000997e+000	1.240016e+000	6.732984e+000	5.429756e+000
